final_preprocessed_text,sentiment
bought dvd oo local shop warning enough movie not usual standard david selznick production cast containing name james stewart carole lombard looking forward real treat many commentator said odd mixture plot scene doesnt quite convince however glad view film memorable saying never let seed stop enjoying watermelon live sum everyones life pick seed spit swallow enjoy watermelon life,negative
back high school day salina kansa filmed something called brave young men weinberg locally film crew rather prominent week eventually learned film academy bit ummm lower brow led believe br br see since local audience seemed less pleased showing thought rather artless attempt post animal house type comedy right fart joke br br watched many time since opinion mellowed bit dumb time catch bit mad magazine humor least well mad tv ron liebman might hate nearly perfect unforgettable favorite moment would brief scene santa fe avenue parked car buying guitar string bad pinto brief appearance usually seems get cut tv havent seen new dvd old pinto visible theyve got sale,positive
house game flawlessly constructed film one film seen gaping screen astonishment cleverly unexpectedly end first saw video year back reading roger eberts review proclaimed best film doubt mainly not quite well known film year boy surprise one smartest wellwritten movie ever seenbr br screenplay quite piece work not term plot twist turn pull rug think figured also term character development second viewing began realize mamet screenplay succeeds not clever suspense film plot development contributes understanding character motivation climax movie particularly effective absolutely inevitable stem naturally know character therefore much arbitrary twist ending performance lindsay crouse joe mantegna also add enormously film not picture actor besides mantegna playing role mike crouse play role right amount restraint suggest repressed criminal mindset work plus mamet extraordinary screenplay combine create one greatest film truly mustsee,positive
one cornerstone lowbudget cinema taking wellknown classic storyline making complete bastardization phantom mall no exception rule screenwriter take enduring phantom opera storyline move late shopping mall however phantom goal simply get revenge upon responsible disfiguring face murdering family special effect provide good chuckle especially body part begin appearing dish yogurt stand pauly shore small role not allow fully obnoxious one would expect mostly due fact fifteen minute mtv fame not yet arrived youre looking good laugh expense actor special effect crew check flick otherwise keep looking something else,negative
flicked onto curiosity keep watching way watch car crashbr br appreciate fact spoof not stop criticising godawful directing acting dialogue seriously rated one poorest movie seen looked like episode tale cryptkeeper poor one thatbr br okay criticism doctor heart attack front monster never see monster attack assume heart attack army launch shell rocket bullet monster foot doctor yet doctor not touched missile still alive army attack yard away see flamethrower used geez thing range no metre monster try take professor soldier run classroom fire ceiling monster drop kid soldier dont try shoot monster come monster look like something power ranger one scene five good guy priest girl doctor reporter kid look shocked get reaction along line hand mouth one natural general run away time time general refuse try electricity wouldnt listen acting awful mention rubber suit monster godawful music nonstop,negative
primarily love wwii yet must remember also biopic dylan thomas around particular stage lifebr br movie timing great really capture think would spirit time smiling hoping youre not going get bombed may prove boring movie particularly dangerous edge itbr br one point heart racing towards end movie hit climax really feature poignant moment handled skill four main actor cillian murphy fine form matthew rhys polar opposite make interesting watch relationship formed sienna miller keira knightleys character wonderful acting thank watch cameo suggs madness br br despite rather slow movie coupled fact shy two hour quite slog get conclusionbr br overall solid nonfiction war movie many wonderfully crafted moment no doubt helped splendid number wellknown british name behind scene really drone much time still worthwhile watch,positive
man oh man piece crummy filmmaking guilty pleasure childhood even though hate admit showed movie basic cable system time grew san jose california right border cupertino thing called g channel cable system basically showed one movie wanda nevada one movie fell lust love young brooke shield loved dopey adventure grand canyon script make almost no sense direction poor highlight henry fonda make appearance lot dialog thats bad good nice carole king song played end credit maybe stoned truly enjoy flick hey everybody know aint no gold grand canyon,negative
sum movie labute carrying sadism realm comedic farce predictable result constantly stepping joke insisting surrounding bloodcurdling violence extremely hateful character also evidence continuing effort insult ridicule everything sight apologize weak gesture pc basically movie doesnt work plot beyond contrived character onedimensional cliche no consistency development anything comedy not totally place worst kind high concept drivelbr br morgan freeman renee zellweger completely wasted character seem like parody studiodriven audience panderingno matter make likeable neutral neutered full moral platitude crispin glover long enough convince doesnt belong movie anymore chris rock actually negative chemistry fellow hitman freemanits acting different room even two inch away effect chris rock seems like digital insert least isnt annoying jarjarbr br labutes minute may well already looking like he overstayed welcome,negative
cave dweller blade mater whatever called one word vile saw mst laughed not great running commentary inept film making demonstrated sunglass tire track ator get hang glider lift shot another movie eagle dare tom servo point show cheap movie really watch scene ator thong battle invisible swordsman even better look giant hose dressed like snake ator must wrestle exactly scene credit movie,negative
one hearkens back day matine kid nowhere else hang took date balcony dumping younger sibling didnt matter screen little kid would sit big kid would ignore adult course would never see itbr br put video anyway along creaky lowbudget b horror flick golden ageof television film inherent unintentional humor derived stale ideology bad girl harvested replace poor jan crushed body comin overused plot mad scientist trying play god violent yet conscientious monster whose presence heretoforenormalseeming scientist rural lab never fully explained acting polarizes wooden overthetopbr br great party film assuming guest enjoy adding dialog commentary otherwise abominable cinematic exploit fact guest prefer passive entertainment film also available video mystery science theater treatment host puppet cult tv series make necessary addition,negative
watched show year ago loved possession dvd watching series waiting scene knew show lucas confronts gail houseand realized missing sudden watching seduction without lead went line check bios star came across comment show order thank seems conflict comment state strangler number triangle another around way also potato boy dead world reversed well someone clarify,positive
three quarter hour story gradually develops towards pivotal point sort although overburdened scene seem intended dull viewer lure away actual plot something happening not much certainly not obvious combination palace impression storydriving scene not add depth insight whole cast character fact keep sterile no character development everybody remains spinning centered around clich role cute kinda headstrong girl fighting berwoman snobby aristocrat male lead not seem distinction shallow presence actually doesnt even matter storyboard required seemed like vacation got caught point come turning corner term happening movie first snap completely blank couple minute becomes ridiculous solves better dissolve bythebook deus ex machina clichs crude plot device choice ever seen history alright first movie drama though supposed comedic turn farce protagonist expected no surprise first set somewhat serious antagonist however get replaced couple literally bored maybe kind nod towards audiencebr br movie not get bonus underlying philosophical meaning since none technical realization animation editing fair so sound mixing no mean outstanding even average japanese production late fact visual treat seem static uninspired unoriginalbr br worst totally fails entertain even dont bother character stuff there little going rest corny best get real ghibli instead feast keep finger one,negative
film actor fine especially brigitte bako erik palladino film every one three couple meet situation feel verrrrry forced either cute set story motion word feel like contrived movie scene not like real life even woman work peep parlor ever go one customer doesnt seem realistic way written film also one character meet overweight woman film feel artificial way look second arguing actor good moment film nice overall yet another indie could used rewriting production got rolling,negative
martin lawrence not funny man runteldat much mind mad trip pun pretty early game try make fun critic boil f go rather primitive sexual joke smoker throat cancer go downhill,negative
thriller good concept good acting good photography good intention around confused disjointed executionbr br garcia star john berlin la forensic detective moved small california town behest friend force soon becomes involved investigation unsolved murder lead theorizing existence serial killer no one else belief known victim theorized blind lead romance blind girl believed witness nearby school blindbr br despite basically intriguing story many quantum leap plot hole movie found wondering hell wind find found confusing disjointed despite good acting etc john malkovich small part toward end fbi investigator get berlinbr br not recommended,negative
movie beyond disappointment well acted story mean nothing plot ridiculous even story go absolutely nowhere truly isnt worth nickel buffalo otherwisepun intended,negative
doyle never wanted resurrect holmes joint death professor moriarty adventure final problem howeverfinancial consideration made willing write hound baskervilles still considered best holmes novel possibly best novel memoir great detective written death greater outcry public led doyle fully resurrect holmes adventure empty house published br br not new short story last novel really bad maybe three story really terrible even terrible one readable several later one like adventure solitary cyclist really good unevenness production particularly story last bow become increasingly apparent repeat past story line show really negative aspect holmes story adventure three gable holmes show sneering sarcasm character african ancestry br br spoiler coming upbr br adventure charles augustus milverton deal holmes trying recover compromising letter milverton hugely successful blackmailer interesting example doyle could make highly readable story minimum plot little real detective work tale holmes hired try negotiate milverton regarding purchase letter get back no matter milverton prof not unwilling consider smaller amount paper prepared protect holmes attempting search person later learn holmes gotten household milverton romancing maid disguised end holmes go watson burglarize milvertons home watson house find milverton awaiting new business deal study someone information milverton use carefully hiding holmes watson watch woman come turn victim collateral damage milvertons past activity shoot blackmailer death holmes watson able set fire milvertons collection compromising document fleeing house subsequently discover identity woman police lestrade dont discover two mysterious men seen running milvertons home disgusted milvertons activity never able bring anything home obvious murder never solvedbr br tale not one fascinating one real detective work involved like adventure speckled band silver blaze tale mood late action issue holmes watson get paper caught milverton not one best story bulk tale really well told interestingbr br time wrote charles augustus milverton conan doyle experience police regarding sometimes activity highly respected amateur detectivecrusader artist found murdered studio london conan doyle began writing opinion killing committed stopped apparently warned friend scotland yard murder not bare looking victim homosexual police certain lover spat gone horribly wrong sake family victim doyle dropped interest case aware sometimes british police behaved restraint matter not seem justify full probing lestrades restraint towards whoever kill villainous milverton storybr br given description story could told normal hour long version series teleplay master blackmailer spent time showing horrible dilemma milvertons victim victorianedwardian england faced see promising young aristocratic army officer kill faced homosexual exposure milvertons extravagant demand start teleplay not homosexual men woman good reputation heterosexual marriage could smeared uncovering illegitimate child past indiscreet relationship indeed story woman kill milverton avenging destruction husband prominent nobleman destroyed blackmailer br br milverton well played poisonous blandness fine actor robert hardy even confronted unexpected fury unleashed totally unperturbed look like angry woman showed home moment brett hardwicke quite well holmes watson role expectedbr br serious loss character rumor innuendo one hero various imperial war leader last victorious charge battle omdurman destroyed mahdist army see four feather sir hector macdonald governor ceylon suddenly unexpectedly resigned sir hector returned london shot hotel awaiting sort hearing later came fighting mac frequently considered popular army commander britain caught sleeping arrangement native boy milverton would eaten quicklyor real life counterpart would,positive
disgusting painful waste cast swear audience full laughed twice minute not lie not even rent itbr br zeta jones mean believablebr br cusack ok ok felt sorry actor case people remember messbr br robert always charming sweet no purpose romance john completely unbelievable,negative
life stink parody life death happiness depression black white always present life mel brook performance brilliant always actor work fine movie capra flavor thats goodbr br unforgettable gag one brook try earn money dancing street people passing ignore meet funny crazy man belief paul getty start arguing slapping otherbr br havent seen dont know youve missedbr br movie tell u old eternal struggle poor rich br br difference movie reality movie happy ending reality hasntbr br yes indeed life stink,positive
terrible film almost comedy sketch noir filmthe budget low compared blockbuster still higher mostbut theyve decided cut cost totally weirdsome actor least competent others look like dragged streetone lead actor he bad cringed ever said anything talk entire moviethen there weird costume choicesat start movie character wearing clothesthey drive classic car background modern day windfarm thats blatantly state artand costume setting continue follow film noir themethen bam drive brand new escalade inch rimswtfsame thing guy night scope rifle get shot sighthes aiming guy mp tactical gear onin even stranger contrast location brilliant seem cost rest entire filmthe camera shotsangles good show location brilliantly scenesthe director keen eye good looking single shot no idea much elsebr br people shot filmbr br writer director casting agent costume designerbr br people tortured death monotone monotonous nail chalk board voicebr br anton pardoe lead actor writer producer ever seen movie hostel wish would happen guy doesnt escape,negative
would never ever seen movie end although not many funny moment movie couldnt understand fancy english couple rd story included people saying three short story none real point miserable lifeless people could imagined load foul language didnt find funny didnt find amusing didnt find sense,negative
xmen movie great mean including long hated xmen solid character magneto xavier best one opinion good story archbr br excited heard movie production expectation grew bigger bigger saw movie disappointedbr br hugh jackman not bad actor best movie fountain although wont hear movie talk actor acting not screw movie upbr br whole film plagued lot meaningless character add nothing plot like blob gambit tossed make fan believe film maker read original comicsbr br fan xmen read many many story movie respected none none not even continuity doesnt respect weapon x project relationship wolverine sabretooth emma frost motivation wolverine plain stupid seen million movie revenge death loved onebr br oh expecting whole darn movie berseker moment wolverine similar one x school stryker men come alone decimates enemy force hey fox family flick not see explicit violence violent gruesome marvel herobr br besides feeling constant dej v movie wolverine origin already explained x already know got adamantium skeleton kind not make sense make movie something already knowbr br personally believe wolverine one character not need solid backstory mystery nature character really want know joker got scar,negative
film take lot liberty known historical factseven little thing like flynn licking one stamp another almost certainly would used moistened sponge one annoying thing flynn never tried manslaughter murder not known caught mother making love another man not known homosexual relationship anybody not end skid row sydney not get twopennyhalfpenny role wake bounty imposture role not turn welldressed film star br br mediocre film name errol flynn tacked sell ticket video,negative
amusing humor fall flat decent acting quite atrocious movie simply hit miss guaranteed amuse year old boy nichebr br child actor movie unfunny making family comedy tend problem beverly dangelo rise material give funny dare say human performance midst mediocrity,negative
feel really bad reviewing movie wish watched concept production covenant looked like could really original piece sadly lose great idea translation screenbr br story follows four five teen descendant family started town ipswitch survivor salem witch trial also happen part secret sect called covenant power must used sparingly drain lifeforce small amount highly addictive theory would make pretty good action scifi movie least interesting teeny flickbr br many glaring downfall dont allow movie reach plot full potential acting wasnt good sound track mediocre found lot unnecessary sync issue sure biggest issue poor editing job movie little no coherent flow make one fight keep mental timeline feel pacingbr br movie moment overall little disappointingbr br witchy,negative
book revelation start well daniel egomaniac dancer kidnapped abused sexually raped three masked womenbr br nothing else really happens hint rediscovery movie give explanation real ending daniel reaction abuse basic quits dancing sex every woman around finally starting relation simple common womanbr br seen good share arthouse movie something missing itbr br main lead fine character not seems completely defined,negative
boringbr br slowbr br nasty brutal murder tension supposed scare u like watching sesame street without funny character ernie bert groverbr br really lamebr br maybe writingmaybe directionmaybe acting maybe editing maybe cinematography maybe special effect maybe makeupbr br maybe brought something barely able keep eye focused onbr br wanted get scarednot boredbr br didnt scare meit didnt even interest mei fun watching time microwave instead watching filmbr br dont bother buy itand see television freak chance no need tuck kid asleep,negative
another lame attempt make movie gritty thought provoking whatever hell mean al pacino say lot word like television killed football yeah whatever another movie showcase oliver stone delusion grandeur stone trying show u football downfall something insist romanticizing sport stilted camera movement kid rock song even throw cameron diaz fray purely aesthetic reason shame diaz pacino meet movie badbr br ever since scent woman writer director used pacino romanticize pathetic line character nothing loudspeaker voice covering would normally redundant trite need reinvent showing act without yelling stop feeling sorry hokey script cheesy lesson like organized football messed act good story,negative
delightfully unpretentious send romeo juliet approach no expectation good time enjoy one talented group comic actor let go riot lighthearted performer vehicle bad review due snobbishness treatment shakespeare people feel film must important share view dont bother credit read introducing angelina jolie not even close true astoundingly beautiful juliet character always acting wonderful considering age time even dialect pretty good recreating classic tale feuding italian family catering business new york result great fun see right frame mind laugh loud,positive
ostensibly story young child jimmy stewart doris day kid get kidnapped keep parent quiet know something plot assassinate ambassador unnamed country performance albert hall londonbr br movie rich hitchcockian incident friendly opaque frenchman seems grill innocent stewart doctor indiana little intensely merely idly curious later frenchman show arab disguise knife back whisper information murder plot stewart stewart tell wife doris day looking saucy indeed refuse cooperate police risk son lifebr br instead couple try track assassin buy get son back taking morocco hitchcock given u usual tourist eye view custom location food london hilarious wild goose chase involving setto stewart staff taxidermy shop staff concerned guarding halfstuffed specimen anything else shuffle around protectively holding carcass leopard swordfish course scuffle stewart manages save throat cut swordfish bill bitten hand stuffed tiger action boosted along bernard hermann bumptious score scene end stewart rushing door hitchcock end shot lion head gaping slammed door also running gag well done visitor waiting around couple hotel room london waiting thing explainedbr br two serious issue lightly touched one relationship stewart day not rosy ought considered bourgeois ideal shes stage musical star year internationally known shes given marry ordinary guy happens doc thats understandable say nurse flight attendant almost woman international star promising career right isnt delved edginess noticeable not original version reminds little exchange joe dimaggio thenwife marilyn monroe returned entertaining troop korea oh joe gushed ever see ten thousand people stand cheer seventy thousand muttered joe former hero new york yankeesbr br second problem one allegiance greater social value one young son unknown ambassador put loved one risk sake national stability day faced dilemma starkest form climax albert hall solution opts allegiance political stability although motif problematic scream save ambassador life release anxiety overwhelming cf alec guiness falling detonator end bridge river kwai photography extremely good setting menacing even quiet street residential neighborhood london midday stewart alone determined frightened footstep echoing gulliver street someone somewhere followed life danger hell everybody life street hitchcock pay close attention location detail make garden wall bonding brick beside himbr br director rare disagreement francois truffaut interviewed truffaut otherwise laudatory book truffaut argued earlier version man knew much lacked depth later version hitchcock replied seems want make film art house audience finally agreed version work talented amateur version work professional no argument therebr br hitchcock pretty much near zenith,positive
saying youve got movie john holmes guarantee get folk front screen writerdirector james cox delivers oh much rashamon sleazy hollywood set film splitter july wonderland murder variety angle film stock mostly filter john holmes coked weasel brain film full bad guy holmes either vile pathetic several version story emerge merge cox flash jump cut twisting title card amid effect emoting dialogue fast naturalistic never ring false film take place two year holmes fallen porn truly wicked drug fueled depravity kilmer relentlessly exudes sexuality intense measured inch sexuality edge creates sense foreboding hang entire film almost heavily violence center murder teased whole film though never clearly shown not even climaxthough violence relentlessly infuses whole picture much blood splattered across wall crime scene photo val kilmer holmes show act wacko better anyone else working strutting cringing bragging begging kilmer constantly character character constantly fascinating car wreck stand performance beside kilmer definitely include ted levine lead cop investigation lisa kudrow holmes estranged wife trio criminal holmes fall include frighteningly high energy josh lucas ever interesting timothy blake nelson absolutely unrecognizable dylan mcdermott pivotal role teller yet another version murder cox suggests no matter much learn wonderland always worse version possible looking debauchery surrounding much fascinating understanding truth,positive
feel like wasting minute film make no sense badly written bad plot bad acting little gem recommended fall asleep major annoyance felt awake viewer not pay see movie,negative
poor whoopi goldberg imagine friend dinner party add comment indepth political discussion going people look say oh would know star theodore rex could anyone take seriously lowered star appalling piece crap even little kid would cringing horror thing reminded particularly bad episode sigmund sea monster actually come think sigmund vastly superior thisbr br however get made plying producer illegal substance telling watch hideous abomination peril,negative
despite great soundtrack presence ever amazing rappaport wood another one moronic comedy new york throw hero effort writer andor director show zany place yeah there stuff movie suck thats whats important trend new york independent filmmaker seems dont need talented new york okay fair movie moment flashback bit one guy called wacky jack pretty amusing script isnt story plot bunch notgood scene tied featuring characterbr br one worst thing there no motive behind character uncle sam kid deliver drug important didnt sam lead character lie as scene scene absolutely nothing gain lying guy fall love flight attendant neither reason fall love character bunch pawn writer move around see get anything zany happenbr br youre easily amused like watching bad indie movie make feel smarter watching bad mainstream movie watch want see good light hearted crime movie look like watch takeshi kitanos brother kicked head perfect example many people hate offbeat indie movie lot suck note director dont afraid excite amuse enlighten entertain audience boring doesnt make better filmmaker one interest,negative
impressed film quality acting powerful message script susan sarandon play part flighty irrational possessive mother constantly give daughter message must stick together remove daughter dysfunctional loving family indiana pursue exciting acting career hollywood daughter dubious first no choice bond mother pathologically strongbr br time girl see mother flight fantasy not foot ground see mother go head heel handsome seductive guy love em leaf em see mother doesnt get look mother guidancebr br mother directs girl drama tryout see daughter act part mother way shockingly painful mirror held flybynight mother cause period depression girl horrified impact mother apologetic lesson take holdbr br charactergrowth mother realizes selfish claim daughter eventually persuaded let girl go touching scene valuable lesson parent however emotionally dependent let child go become separate person,positive
ariauna albright really good actress participated lame written travesty mystery could entertaining wind classic boredom unique thing ariauna act well look real sexy opposed partner lilith stab look fine obvious spent money acting school spa beautician production cried imaginative script writer could achieved flow thing however ariauna circumstance extent salvage reputation tempe company aware dress two attractive woman skimpy fetish cop uniform viewer expect fetish play nough said,negative
original assault precinct gritty witty perhaps importantly short remake mercilessly padded talky worse yet africanamerican hero first movie replaced handsome white boy ethan hawke make assault less progressive one god miss john carpenter improbable plot line weird sense humor even miss blist actor league better hawke companybr br cant say care new villain version stretch little credibility story ever limit female character useless criminal generic hood gabriel byrne give another bored performance music wrong bland action stuff actually detracts tension simply awful,negative
first let start quote friend mine said watching movie entire movie dare know like dude bet couldnt make worst movie ever movie theyve made good effort achieving title effect course poor plotdialogue like collage bit stolen every b horror movie ever made actor im assuming supposed college yet part especially beginning make seem like theyre supposed high middle school make no sense scarecrow going around killing people isnt least bit enjoyable spoiler end chant lesters name reappears black guy scarecrow laughing probably relief last scene cheesy dialogue,negative
quite impressed narration martha pulled emotional heartstrings audience well must impacted family forwardbackward motion storyline welldone normally dont enjoy movie flashbackflashforward effect felt whole evolution movie surely tommy leaf sense people lived life almost totally devoid consequence not desire answer question oclock know child furthermore heck care rich spoiled brat literally getting away murder thought,positive
innameonly sequel classic roadhouse dea agent john schaech coming rescue uncle patton uncle badly beaten local drug gang headed wooden indian actor jake busey gang want take poor guy bar nefarious reason patrick swayze sorely missed schaech indifferent actor not convincing asskicking lawman fight intermittent not nearly powerful vicious fight roadhouse finale equally weak goodlooking woman keep thing afloat bit terrific fight daisy duketype turn handy fist weapon nastylooking babe buseys handy sharp implement there also scantily dressed gal beginning fellow agent schaechs unfortunately never reappears film bad brief lap dance schaech full attention nothing else roadhouse kick strip club scene come darned close real strip club look like rare circumstance movie rest snooze time,negative
main problem th company rota not sure whether want saving private ryan full metal jacket attempt spielberg sentimentalism embarrassing burley sergeant cry field red flower training sequence none intensity realism kubrick gave masterpiecebr br bone contention afghan fighter called ghost strike hardly ever seen attack russian strong hold almost formation no attempt use cover sure tactic move since waterloobr br every scene film seen war movie done considerably better br br ask talented marksman need chew matchbr br finally always suspicious film start no narration yet need qualify endbr br errrr no didnt,negative
reason duke top one several race movie made time segregation would worth noting today made film debut yearold singer named lena horne play ethel andrew singer leave producer mentor duke davis ralph cooper order branch big time davis however fake taken money service front wont feel sorry done team doc dorando lawrence criner series medicine show throughout south meanwhile new york new producer bombed big time made whole show instead simply specialty act davis find radio offer service producer band leader bring lineup specialty act many make one film appearance chance big time ethel next guess happens plot kind youve seen thousand movie musical time fact made certain audience make one fascinating feature ive seen black history month m horne singing good display interesting seeing young professionalism take full hold later career among supporting player there unconfirmed according imdb appearance lillian randolph annie favorite movie wonderful life sister amanda randolph saw musical short black network woman sciatica complains not cured taking doc medicine duke explains foot longtime louisiana resident id like take note two player movie joel fluellen monroe tonic customer marie bryant new orleans sexy dancer appears near musical climax lena horne alone duke top worth seeing least,positive
bronsons talent mostly wasted shock value thriller uncut far disturbing even today fact evil men disturbing verbal visual depiction torture not problem shameless gratuity presented interestingly film seems symbolize latter part bronsons career tortured many fan egregiously predictable uncreative plot one hope fine actor rise,negative
garlin great job nice concept well executed tightly produced came across sincere story fan curb enthusiasm jeff pretty much straight guy role delighted much depth brought role simple yet effective portrayalbr br much humor understated subtle drew poignancy really liked rather slapstick overexplained nice little surprise twist convenience store vignette delightbr br say wonderful small film dont mean budget quality simple intimate handcrafted tell highly believable everyday story relax go see let wash feel good done,positive
wow not film new lesson real bad taste also lesson real bad film making dont get wrong appreciated concept zombie extreme pestilence time one must realize movie terrible case missed storyline plot zombie government plane carrying toxic chemical happens crash wilderness causing chemical spill turning local hideous looking zombie next thing know zombie city eating people alive goofylooking doctor government agent trying figure disease thats making people eat one another hence name extreme pestilence see zombie field day every local sight nothing extreme sickening disembowelment dismemberment accompanied endless bucket gut gore since german film film dubbed english youre not laughing feeding frenzy zombie voiceovers quite hilarious entertaining well user unratedx mentioned spoiler spoiler spoiler scene film cross line whats acceptable not acceptable hence scene woman carrying infant baby wheeled around wheelchair dude horde zombie come nowhere attack one zombie grab baby rip piece eating organ hear baby cry wow new lesson reallllllllly bad taste atrocious tell atrocious,negative
great ensemble cast fond remembrance younger carefree day movie take back went summer camp indian summer full practical joke prank growing coming term life middleage life family thoroughly enjoyed movie,positive
illudere delude come latin verb ludere play youre warned spy game cruel yet elaborate intelligent activity stemmin complex may appear absurd vain personal history whatever may yet feel fascinated mechanism treason loyalty raw material relationship personal social many year ago able finish book revelation beginning bored not surprising style writing really started love le carre novel main character not wavering made choice redeem weakness following path faith friendship love not novel clearly understand darker version green man havana wrote lecarre tailor panama no game left end either tragedy grotesque comical way no smiley upheld decent human quality service least no point introduce case bbc done superb work series lecarres novel actor excellent location set course script brilliantly adapted warned though even someone may find laughable taste bitter,positive
glacier slide inside cavernous ice mountain sends three character whoosh neverending wetslide tube enough kick dazzle kid way mature audience may dazzled star gate sequence close space odyssey mile apart vision scene great rush excitement nonetheless magnificent opening sequence also take place furry squirrellike critter attempt hide precious acorn youve probably seen scene trailer take place start domino effect mountain start cracking result avalanche horror keep going critter try outrun impossible br br movie trace two character mammoth named manfred ray romano bucktoothed sloth john leguizamo try migrate south find human baby adopt decide track parent figure return joined saber tiger named diego denis leary whose predatory intention bring baby tiger clan leading mammoth sloth trap diegos meateating family want mammoth diegos learned value friendship make easy choice ultimately make end br br fatalistic natural danger world along trip including erupted volcano glacier bridge threatens melt momentarily reminiscent castle escape shrek character contemplate theyre ice age could called big chill nippy era character wish forthcoming global warming another great line mating issue girlfriend great guy never around sensitive one get eaten throwaway line galore whimsical comedy lightfingered adventure make one pretty easy watch also food scarce nice vegetarian consider dandelion pine cone good eating br br vocal talent romano leguizamo leary make good persona child delight antic adult fancy riff talent mild violence intense content kid jazzed excitement get one early introduction ageold battle good versus evil family tradition friendship strong thematic tie animator also make majestic use background landscape coolly fantasticbr br,positive
one oddest strikingly eerie creepy horror film come tourist trap even loose freewheeling conventiondefying anything go standard time rate real weirdie yet picture strangeness masterfully mounted uncanny atmosphere pervasively offkilter supernatural dread getgo register powerfully spooky becomes increasingly opaque frightening film progress offering ample shock amid scattered moment surreally lovely dreamlike elegance ending bitterly ironic crushingly nihilistic note haunting final image thats hard shake make unique singularly unnerving experiencebr br five teenager traveling desolate california desert car get hopelessly lost stumble across slausens lost oasis seedy rundown roadside dive thats one part gas station three part crummy wax museum part ratty foreboding joint lonely seemingly friendless harmless owner slausen juicily overplayed infectiously hammy brio chuck conners turn deranged psychic killer lethal telekinetic power slausen brings freaky assortment uncomfortably humanlike mannequin life pick kid one one add evergrowing collection victimsbr br director david puppermaster arrival schmoeller adeptly wring every last ounce tension squeeze pleasingly ambiguous openended script cowrote j larry carroll said script stubborn refusal provide rational excuse bizarre stuff transpires throughout movie often wrongly criticized one film principal weakness actually movie key strength giving picture scary anythingandeverythingcanhappen commonlogicbedamned quality true nightmare come horrifically life never would achieved kind credible explanation offered whats happening pino donaggios beautifully chilling understated score nicholas von sternbergs shadowy cinematography robert burn grubby cramped production design add immensely film profoundly unsettling mood excellent performance another significant plus pretty perky jocelyn jones elliejo turner great texas dynamite chase particularly fine personable resilient sympathetic endangered teen even tanya robert fare well luckless lass knife levitated head offbeat unusual tourist trap well worth visiting,positive
arthur hunnicutt play stereotypical role mountain man probably ozarks go hunting favorite coon dog however dog appears drowning hunnicutt jump becomes obvious pretty soon despite hunnicutt dog roaming leaving water died wateras no one responds talk see hears people talking dog death yet oddly hunnicutt really slow uptake take understand talking think actually done padding really wasnt enough material fill half hour time slotbr br later surprise twist come upon heavenor least concept place he invited since wont allow dog idea overall reasonably well acted dubious spiritual value no twist irony episode bit dullnot twilight zoney enough taste,negative
watch open mind different nothing cutesy well done realistic tale tarzan animatronics chimpazees well done christopher lambert brilliant imitating chimpazee language behavior wouldnt surprised took lesson jane goodall,positive
privilege one still photographer set grand champion enjoyed every minute day worked movie photography business year worked movie cant think time enjoyed providing craft kid wonderful work little emma robert much energy shes real trip even grabbed one camera stockshow scene rehearsal started shooting image used pr could made money working production bigger budget doubt would fun around many great actor great people west texas,positive
despite tight narrative johnnie tos election feel time like longer picture many character plot strand abandoned ultimately unresolved dealt truly excellent far superior sequel election harmony virtue still dependably enthralling thriller contested triad election bypass usual shootout explosion though not violence favour constantly shifting alliance turn time take make phone call also film ruthless character isnt always threatening one chilling ending make clear one imagine lifetime psychological counselling necessary trauma one inflicts one unfortunate bystanderbr br simon yam often variable actor always best tos direction possibly never better lead not least tony leungs much extrovert performance make stillness powerful,positive
meatball classic comedy many laugh impossible countbr br merely precursor come murray rule screen described comic mastery tripper harrison one greatest comedy character past year sarcastic time smart stern need caring suit murray infuses tripper snl glint eyebr br cits merely awe cower beneath comic genius mr murraybr br summer isnt summer without viewing meatball one best comedy ever grace screen,positive
telling entry comment no female submitted vote kind movie not surprisingly cheesy science fiction doesnt appeal quite much like good b movie especially like satirize watch like dont fun watching bad movie one not,negative
much made rohmers use digital technology fill background time work well scene grace maid witness afar king execution particularly striking time give film strangely amateurish look resembling home video however major failing sheer artificiality mise en scene creates alienating effect viewer know watching not real feel character frank not care happened lady dukebr br major failing regret say performance lucy russell leading role virtually every scene success otherwise film rest performance ok speaking foreign language incapable expressing real emotion emoting scene recount friend mme de meyler excellent performance debutante helena dubiel seeing head pole caused embarrassed laughter audience also watch hand expressing emotionbr br disappointing film particularly given positive review site,negative
old man mouse cartoon would believe men created equally evilso kill men order stop hitlerwe bad hitler killing jew welli dont buy mr mousebut guess paint pretty picture make cute cartoonbut wasnt reality aint reality,negative
